idx|Premise|Hypothesis|label
43698e|The Federal Government holds approximately 650 million acres of land.|Around 650 million acres of land is controlled by the Federal Government.|0
66612e|She hears the sum offered for the factory and refuses to allow Bunt's concern about the future of the business or his burgeoning romance with Mei-ping to stand in the way of her plan to return to England and live in comfortable solitude with him.|She plans to come back to England and live out of the public eye with him.|0
76205e|Affirmative action is likely to fail when it is merely a special preference bestowed upon those who have the right parents, whether right means educational pedigree or skin color.|Educational pedigree or skin color falls in the category of affirmative action.|0
69324e|Our statement today is based on our broad body of work and resulting knowledge of management issues, including our examination of the implementation of the Results Act and related initiatives, our reviews of selected National Partnership for Reinventing|Our statement today draws from our broad body of work|0
48945e|Cityus also travels to Guangzhou from CHKC; there are five round-trips a day, taking 31/2 hours.|There are five round-trips per day from CHKC to Guangzhou.|0
61911e|Pending implementation of the State Planning Evaluation Instrument, LSC responded to and engaged state justice communities around the self-evaluations reports they sent in pursuant to Program Letter 2000-07.|The State Planning Evaluation Instrument is a pending implementation.|0
38694e|If every IOLTA account paid 2.75 percent (a rate that even IOLTA concedes is wishful thinking), the earnings would be 11 times greater, or $41,250,000.|IOLTA accounts pay less than 2.75 percent.|0
96356e|so do you find your husband more involved than your father was with you|Do you feel like your husband cares more about you than your father does?|0
124605e|This dinner was better than many I've had in actual Thai restaurants.|I've eaten in many actual Thai restaurants, but I liked this dinner more than most of them.|0
27133e|Bill Moyers interviews George Lucas about the series' true theology.|George Lucas is interviewed about the series by Bill Moyers. |0
53114e|'What is that? What's in there?'|Do you know what it is?|0
64386e|That is true.|That is true,|0
28049e|Everyone who comes visits the fortress-like structure of the Church of the Nativity.|Every visitor spends some time at the Church of the Nativity, which is reminiscent of a fortress. |0
81052e|In 1662 Charles II married Portugal's Catherine of Braganca.|1662 saw a wedding between Charles II and a Portuguese bride.|0
11750e|oh um no i didn't but i i i have it and i haven't read it|I have it, and I have not yet read it.|0
28479e|The many little alleys, or yards, as they're called, were used to protect herds of sheep brought down from the fells during times of crisis.|The many little alleys, or yards, as they're called, were used to protect herds of sheep as they were brought down from the fells during times of crisis.|0
53190e|yeah because it's keeping him sane and plus it's keeping his marriage so and and plus he's getting on in his years now he's he's not that old but he's getting|It's keeping him sane and his marriage together.|0
21302e|Directly opposite is another famous landmark, the YMCA Building (built in 1928 1933), with a very handsome Art-Nouveau tower .|The YMCA Building and the Art Nouveau tower are there. |0
45688e|Since 1999, LSC has awarded more than $800,000 in technical assistance funds for State Planning projects.|The LSC has awarded close to a million dollars for State Planning projects.|0
78456e|It excludes any interest costs paid by a reporting entity in financing its own debt.|There are interests costs incurred through financial reporting. |0
44827e|He has said, I would rather be rotting in prison than sitting shiva for the hundreds of thousands of Israelis who could have died had he not spied.|He's reportedly said that he would rather spend prison time than mourn dead people in israel.|0
57330e|Furthermore, high postal densities reduce the impact of volume on unit street delivery costs, and high volume reduces the impact of postal density.|High volume reduces the impact of postal density.|0
