idx|Premise|Hypothesis|label
71020n|15 Absent changes in the structure of Social Security and Medicare, some time during the 2040s, government would do little but mail checks to the elderly and their health care providers.|There were absent changed in the structure of Social Security and Medicare that totaled to 15, because people became tired of dealing with it.|2
133098c|Here and in the tiny place de la Contrescarpe you will find a large choice of ethnic restaurants, especially Thai, Vietnamese, and Chinese.|You will find just a few chain restaurants here.|1
94031c|Respondents properly concede that even if welfare claimants cannot obtain a lawyer anywhere else, the Government is not required to provide one.|The Government is always required to provide a lawyer to respondents.|1
136168c|yeah right and uh you know they we you know we go to the park or we go in the backyard and sit down and|we never use the backyard because we go to the park|1
113196c|Does this mean that the difference between, say, Swedish social democracy and Nazi state capitalism is less significant than the similarities?|Nazi state capitalism has nothing in common with Swedish social democracy.|1
76131c|so they've done really well yeah i've just learned about that breed|I don't like that breed, it looks like a terrible mix with the disadvantages of both|1
81052e|In 1662 Charles II married Portugal's Catherine of Braganca.|1662 saw a wedding between Charles II and a Portuguese bride.|0
146148c|National Saving (1990-2000) 80 Figure 4.2:Unified Surpluses and Deficits as a Share of GDP Under|Figure 5.2 illustrates the unified surpluses and deficits in terms of GDP share.|1
38479c|Willey, allegedly propositioned in the White House, was dressed professionally (at least till Clinton untucked her blouse).|Willey was dressed in a t-shirt and jeans when she was propositioned in the White House.|1
101325c|Sex on the screen, or the abundance and explicitness of it, has only a distant connection, if any, with the homicides that worry us.|Sex scenes on TV and in movies distract us from other things in the world, like homicide. |1
42322c|John's face hardened. |John looked happy.  |1
16486c|Test salinity was 28 .|The salinity tests resulted in a 22.|1
17404c|Moreover, these ventures left France's once-thriving economy in ruins.|The ventures had no impact on France's once-thriving economy.|1
12579c|differently from other important products such as groceries, bank accounts and internet service.|Groceries and bank accounts are not considered important products.|1
67425c|Many stores will pack and ship purchases.|None of the stores will ship your purchases for you. |1
107870c|According to the analysis, 60 winning bidders for the 900 MHz licenses qualify as small entities (no breakdown of small vs. very small).|According to the analysis, all winning bidders qualify as huge entities.|1
1759c|She's not allowed to leave the house though it's safe enough really.|It is far too dangerous for her to leave the house.|1
38112c|it's one of those skorts you know the the it's shorts but it looks like a skirt so i think that'll be good for work too|Skorts are a mix of giraffes and dolphins.|1
66750c|3 percent to percent and the cost coverage for inbound mail would increase from 90.|The cost coverage for inbound mail would not change.|1
66414c|uh-huh hum well i guess that's about it|I need you to recite some more lines please.|1
141323c|Whether this will ever happen remains to be seen, but perhaps the aid offered by Greece to Turkey after 1999's devastating earthquake is a sign that the animosity between these two traditional enemies is beginning to diminish.|Greece refused to offer aid to Turkey after the devastating earthquake.|1
67490c|Or at least his perfect reproduction.|Not even close to being a reproduction of him.|1
30628c|But for the role of spiritual guru to a candidate with a charisma deficit, he seems like just the guy.|He is not spiritual at all.|1
16667c|The vials are part of a promotional campaign for the May sweeps special When Soda Goes Flat IV .-- Doug Strauss|When Soda Goes Flat IV will air in April.|1
70501c|In These cases, the piping may be insulated and heat traced to prevent condensation of the ammonia vapor.|The piping can't have insulation on it.|1
